id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,number_of_reviews_ltm,last_review,calculated_host_listings_count,availability_365
39798137,Charming penthouse with sea and Mdina view,305729530,Nad,,Zebbug (Malta),35.87727,14.43926,Private room,31,2,7,7,2020-03-14,2,95
43943072,350 year old studio room in a maltese farmhouse,342430495,Saviour,,Zebbug (Malta),35.87001,14.43923,Private room,35,3,0,0,,2,364
39996789,A modern light-filled apartment,262944108,Fran,,Zebbug (Malta),35.87367,14.4499,Private room,21,30,1,1,2020-05-17,1,363
42006217,Luxury Penthouse in the Heart of Malta,1730826,Rita,,Zebbug (Malta),35.87467,14.44415,Entire home/apt,72,3,0,0,,4,365
12780013,Penthouse with views of Mdina,69540389,Joseph,,Zebbug (Malta),35.8742,14.43636,Entire home/apt,45,1,120,24,2020-10-25,1,308
44603949,"3 bedrooms Maisonette, 10 min walk to 3 cities",346285499,Marcelle,,Zebbug (Malta),35.88448,14.44602,Entire home/apt,57,3,1,1,2020-08-20,1,3
31924924,Village Knights B&B - Mdina Room,239349288,Simon,,Zebbug (Malta),35.86981,14.44566,Hotel room,113,2,16,0,2019-09-16,3,268
41803255,Stylish  Apartment in the Heart of Malta Sleeps 10,1730826,Rita,,Zebbug (Malta),35.87514,14.44249,Entire home/apt,69,7,0,0,,4,365
33903128,Village Knights B&B - Valletta Room,239349288,Simon,,Zebbug (Malta),35.86772,14.44564,Private room,114,2,0,0,,3,304
44343811,Da Beppe B&B room 1,37169860,Lesley Ann,,Zebbug (Malta),35.8674,14.44498,Private room,50,1,1,1,2020-10-09,2,82
37762815,Luxury Retreat Jacuzzi Sunsets Escape,278571682,Andreea,,Zebbug (Malta),35.86937,14.44187,Private room,114,3,1,1,2020-09-14,4,179
14292283,Townhouse of Dreams,87257309,Mario,,Zebbug (Malta),35.87182,14.44301,Private room,16,1,87,3,2020-08-30,2,364
8386589,Double bedroom in a charming apartment,711377,Emma,,Zebbug (Malta),35.86607,14.44236,Private room,40,3,15,0,2019-08-12,1,178
37761661,Jacuzzi Sunset Luxury Oasis The cosy Loft Ensuite,278571682,Andreea,,Zebbug (Malta),35.86947,14.44213,Private room,60,3,5,4,2020-10-03,4,179
14882104,Farmhouse with Garden,93193651,Mark,,Zebbug (Malta),35.86721,14.44205,Entire home/apt,45,3,55,4,2019-12-31,1,209
37099812,Romantic Jacuzzi Sunset Escape ! The Red En-suite,278571682,Andreea,,Zebbug (Malta),35.86978,14.44191,Private room,51,3,9,4,2020-10-23,4,175
29974150,Tal-Kapilluna Zebbug Guest House. Self catering,225345304,Philip,,Zebbug (Malta),35.8708,14.43914,Entire home/apt,75,1,5,1,2019-11-05,1,120
39909329,Classic Maltese Town House - In Center of Malta,307485684,Nadia,,Zebbug (Malta),35.86889,14.45698,Private room,80,3,0,0,,2,179
40005427,KUCCA Boutique Townhouse -Adults Only,4889548,Alexia,,Zebbug (Malta),35.87204,14.44444,Entire home/apt,89,3,13,13,2020-10-06,2,342
41845395,Townhouse Twenty,1730826,Rita,,Zebbug (Malta),35.87084,14.44323,Entire home/apt,69,3,0,0,,4,365
39910378,Classic Maltese Town House > In Center of Malta,307485684,Nadia,,Zebbug (Malta),35.8708,14.44587,Private room,80,7,0,0,,2,179
25905668,Luxuriously converted 16th century farmhouse,194682157,John,,Zebbug (Malta),35.87187,14.43452,Entire home/apt,300,3,17,1,2020-08-24,1,33
15939095,Fully equipped three bedroom apartment.,103452722,Cynthia,,Zebbug (Malta),35.86293,14.43973,Entire home/apt,27,365,0,0,,1,364
27450632,Haz-Zebbug Townhouse,87257309,Mario,,Zebbug (Malta),35.87597,14.43881,Private room,15,1,31,4,2020-08-09,2,365
22606722,400 yr old house - Double + twin,46860284,Chiara,,Zebbug (Malta),35.87399,14.44454,Private room,150,2,2,0,2018-02-22,1,0
44335645,Luxurious Family Home with Pool,80026249,Dee,,Zebbug (Malta),35.86977,14.44323,Entire home/apt,231,5,0,0,,1,177
39242370,400 yr old house  - Double room with pool,23554378,Joseph,,Zebbug (Malta),35.8721,14.44367,Private room,100,1,0,0,,2,0
34189889,Spacious Iconic Maltese Private Luxurious Villa,23554378,Joseph,,Zebbug (Malta),35.87235,14.4448,Entire home/apt,850,5,0,0,,2,0
38486199,"Qute ,central ,fresh air & all what need near you",293083323,Maria,,Qormi,35.8771,14.47038,Entire home/apt,40,3,1,0,2019-10-26,2,179
45684071,Serenity,97414120,William,,Qormi,35.8796,14.47463,Entire home/apt,31,1,0,0,,4,361
39001638,Fly Away Home,97414120,William,,Qormi,35.87896,14.46955,Entire home/apt,37,1,24,24,2020-10-03,4,361
7250270,Private rooms upstairs floor apart,37964570,Verginia,,Qormi,35.87873,14.47315,Entire home/apt,20,10,16,0,2017-05-29,2,0
43842875,Single room with balcony,305209494,Therese,,Qormi,35.881,14.46775,Private room,15,1,3,3,2020-08-30,11,270
43736844,Private room closed to airport,305209494,Therese,,Qormi,35.88195,14.46833,Private room,25,1,5,5,2020-09-19,11,365
215718,Old charms & new comforts,690681,Audrey,,Qormi,35.87674,14.46858,Private room,25,3,35,1,2019-12-06,2,299
44055136,Disney Fantasy Room,305209494,Therese,,Qormi,35.88098,14.46795,Private room,25,1,1,1,2020-08-25,11,365
43735639,Private room,305209494,Therese,,Qormi,35.88169,14.46958,Private room,25,1,0,0,,11,180
39714500,Classy- private room,305209494,Therese,,Qormi,35.88052,14.46772,Private room,15,3,0,0,,11,349
43789994,Private room close to vallatta and airport..,305209494,Therese,,Qormi,35.88193,14.46808,Private room,25,1,4,4,2020-08-14,11,365
39710613,Centre of Malta Classy .Private room,305209494,Therese,,Qormi,35.88059,14.46761,Private room,35,1,8,8,2020-08-10,11,349
34863249,1 PRIVATE BEDROOM AND BATHROOM - CENTRAL MALTA,262067034,Dorianne,,Qormi,35.8774,14.46993,Private room,21,1,21,8,2020-10-17,1,82
39714733,Centre of Malta>Private room,305209494,Therese,,Qormi,35.88188,14.46913,Shared room,20,3,2,2,2019-11-25,11,349
39714914,Centre of Malta-Private room,305209494,Therese,,Qormi,35.88042,14.46935,Shared room,30,2,0,0,,11,349
12421067,Gorgeous Spacious Penthouse,67181402,Clive,,Qormi,35.87882,14.46947,Entire home/apt,46,2,176,13,2020-08-28,3,269
38446561,Studio penthouse Center of Malta Close to Valletta,293083323,Maria,,Qormi,35.87754,14.47196,Entire home/apt,35,3,19,17,2020-09-27,2,299
20486026,Olivia's,97414120,William,,Qormi,35.87809,14.47075,Entire home/apt,36,1,36,28,2020-10-02,4,343
34890793,Twin Room,262991297,Anna,,Qormi,35.88396,14.46855,Private room,20,1,23,5,2020-09-04,1,365
34278442,Lavish 'Belt Pinto' Studio Apartment,67181402,Clive,,Qormi,35.87957,14.47776,Entire home/apt,49,3,14,3,2020-03-11,3,254
789063,An enjoyable stay with M & M,3785604,Emanuel & Miriam Sammut,,Qormi,35.88448,14.47269,Private room,39,1,113,1,2020-02-20,1,365
15565795,Twin room close to Valletta - Ideal for Dog Lovers,37395915,Jonathan,,Qormi,35.87981,14.47864,Private room,16,1,167,27,2020-09-28,2,299
41127548,Modern Maisonette in Ultra Central Maltese Town,222493806,Daphne,,Qormi,35.87825,14.47523,Entire home/apt,66,2,4,4,2020-03-03,1,35
37448024,Newly furnished home in Central of Malta,2611465,Mavric,,Qormi,35.87624,14.47239,Entire home/apt,55,2,3,3,2020-08-14,1,363
19117606,Qormi 2 Bedroom House with Private Jacuzzi,132469547,Saviour,,Qormi,35.87915,14.47,Entire home/apt,50,7,3,0,2018-12-24,7,365
19134888,Huge Qormi House Of Character with Private Pool,132469547,Saviour,,Qormi,35.8788,14.47053,Entire home/apt,180,7,1,1,2019-11-04,7,360
41039910,Room 3 Twin bus stop Valletta Airport WiFi in Qorm,309973694,Bernardette,,Qormi,35.87767,14.47619,Private room,18,1,0,0,,3,180
33800703,One double bedroom in central Malta,255191480,Lyna,,Qormi,35.87948,14.48072,Private room,33,1,25,0,2019-08-04,1,89
41039689,Twin room in Qormi all amenities WiFi Valletta air,309973694,Bernardette,,Qormi,35.87888,14.47684,Private room,17,1,0,0,,3,180
21820123,Twinroom 2 WiFi Central Malta bus airport Valletta,121482496,Ruben,,Qormi,35.87779,14.4761,Private room,15,2,41,5,2020-03-08,3,180
41038982,Couple bedroom royal in Qormi airport VallettaWIFI,309973694,Bernardette,,Qormi,35.87876,14.4762,Private room,19,1,0,0,,3,180
30918492,Couple king bedroom Wifi bus Valletta airport sea!,121482496,Ruben,,Qormi,35.879,14.47629,Private room,15,2,17,3,2020-03-02,3,179
33445607,Highly Furnished Room - Ideal for Dog Lovers,37395915,Jonathan,,Qormi,35.87884,14.47821,Private room,20,1,64,31,2020-09-28,2,0
21887854,~ Central airport twinroom WIFI bustop Valletta 3,121482496,Ruben,,Qormi,35.87852,14.47498,Private room,15,1,24,2,2020-02-05,3,180
26266404,Tastefully finished La Vallette apartment,67181402,Clive,,Qormi,35.87876,14.47648,Entire home/apt,45,2,79,19,2020-09-20,3,121
26799617,Happiness,97414120,William,,Qormi,35.87789,14.47128,Entire home/apt,28,1,57,29,2020-09-03,4,360
15781816,An enjoyable stay in Central Malta,102077094,Hedi,,Qormi,35.88414,14.47513,Private room,50,3,0,0,,1,365
34767302,Cozy and Clean Private Room,252849646,Omm,,Qormi,35.87718,14.46964,Private room,20,1,0,0,,1,89
20758455,Comftable enverment,37964570,Verginia,,Qormi,35.87982,14.47312,Private room,20,2,8,0,2019-08-20,2,0
10981722,Artistic House with Pool,14436895,Jean Pierre,,Qormi,35.87512,14.46526,Entire home/apt,175,7,1,0,2016-07-10,15,365
43855187,Private room with balcony closed to airport,305209494,Therese,,Qormi,35.88039,14.46943,Private room,18,1,1,1,2020-09-08,11,270
44055319,Disney Fantasy Room for 2,305209494,Therese,,Qormi,35.88102,14.46935,Private room,20,1,0,0,,11,365
215715,Old charms & new comforts,690681,Audrey,,Qormi,35.87794,14.47033,Private room,30,3,3,1,2019-11-30,2,299
37816653,"A cheerful,  welcoming  and spacious  apartment.",21921163,Dominic,,Fgura,35.8726,14.51321,Entire home/apt,400,1000,0,0,,4,363
37521539,Apartment - South of Malta,283219763,Elise,,Fgura,35.86933,14.52214,Entire home/apt,90,2,0,0,,1,23
38095125,Modern penthouse located in a quite area.,288137723,Nikita,,Qormi,35.87738,14.46486,Private room,20,30,0,0,,1,57
18067559,"Near airport, Valletta and 3 Cities",67175598,Miriam And Alejandro,,Fgura,35.8746,14.51697,Private room,25,2,109,8,2020-09-26,2,365
34031652,Entire Large 4 Bedroom Apartment,138972565,Clayton,,Fgura,35.8711,14.51803,Entire home/apt,1000,2,1,0,2019-04-22,1,180
34426719,"Close to Airport, centrally located,",21921163,Dominic,,Fgura,35.87166,14.51339,Entire home/apt,751,2,3,0,2019-08-26,4,353
12419656,"Near Valletta, airport, 3 Cities",67175598,Miriam And Alejandro,,Fgura,35.8747,14.51832,Private room,28,2,194,14,2020-09-27,2,365
19118584,Rm 1 - Close to Airport MALTA! Breakfast Tarxien,76965496,,,Fgura,35.86704,14.51969,Private room,18,2,72,5,2020-09-23,3,119
16190560,Penthouse,43870303,Shawn,,Fgura,35.8745,14.52302,Entire home/apt,90,5,4,0,2018-08-29,3,358
45510448,Basilica Penthouse in Victoria - Gozo,167920679,Stefan,,Rabat (Victoria),36.04344,14.24018,Entire home/apt,75,5,0,0,,18,215
41659806,"Rummiena, a 250 year old farmhouse in Gozo",180552609,Natasha,,Rabat (Victoria),36.03891,14.24475,Entire home/apt,183,2,2,2,2020-10-26,2,337
42638931,Private En Suite Bedroom,142446009,Hassan,,Fgura,35.87175,14.51413,Private room,24,5,0,0,,1,0
19499106,Prisca's Place Gozo/K4 (small Hostel),51820620,Prisca,,Rabat (Victoria),36.04239,14.23878,Shared room,18,5,22,1,2019-12-05,6,0
38125282,Bedroom with large private terrace and pool view,121042450,Julie,,Rabat (Victoria),36.04609,14.23635,Private room,70,1,0,0,,4,364
6358678,Moderen cosy 2 bedroom penthouse,31652475,Alison,,Rabat (Victoria),36.04152,14.23813,Entire home/apt,75,4,55,1,2019-11-05,6,0
40556377,Chambre de caractère en plein centre de Victoria,168878367,Agnes,,Rabat (Victoria),36.04568,14.23742,Private room,60,2,0,0,,4,221
29898726,"SeaviewBedroom, private bath in a shared Farmhouse",179991531,Roberta,,Rabat (Victoria),36.04254,14.23731,Private room,27,2,15,2,2019-12-16,3,0
31295046,Magnificent house in Gozo with large private pool,534091,Michael,,Rabat (Victoria),36.0492,14.24042,Entire home/apt,195,5,2,0,2019-07-06,15,354
36128035,"Bright Central Town House with AC Victoria, Gozo",10993522,Christopher,,Rabat (Victoria),36.04232,14.24572,Entire home/apt,80,3,11,1,2020-02-16,1,90
38254397,Studio/ Family Room leading onto Pool,121042450,Julie,,Rabat (Victoria),36.04644,14.2376,Private room,94,1,1,1,2020-05-31,4,365
18142324,Victoria Penthouse,125084851,George,,Rabat (Victoria),36.04323,14.24155,Entire home/apt,58,3,48,9,2020-08-27,1,345
38153978,Bedroom with Private Terrace overlooking Pool,121042450,Julie,,Rabat (Victoria),36.04613,14.23824,Private room,70,1,3,3,2020-01-30,4,362
39958855,Chambre d'hôtes quartier historique de Victoria,168878367,Agnes,,Rabat (Victoria),36.04423,14.23824,Private room,65,2,0,0,,4,221
13135938,Beautiful 1 bedroom house with pool and garden,172779244,Sabine,,Balzan,35.89936,14.44867,Entire home/apt,96,3,134,15,2020-10-18,1,169
42609681,17 Providence - Victoria | Room w/ private bath,205242781,Nicholas,,Rabat (Victoria),36.04325,14.23758,Private room,70,2,0,0,,6,266
40435516,Razzett Ziffa,273285943,James Villa Holidays,,Rabat (Victoria),36.05019,14.23585,Entire home/apt,200,1,0,0,,29,218
3884878,"A restful stay in comfy, large room",637728,Yvette,,Attard,35.89409,14.43649,Private room,35,1,7,0,2015-09-07,4,364
561518,Sixteenth-century Stables Luxury House,2760708,Tobias,,Attard,35.89047,14.4427,Entire home/apt,475,3,0,0,,1,83
45505530,"Semi-detached house with pool, in the capital!",17072417,Susann,,Rabat (Victoria),36.04277,14.23461,Entire home/apt,163,3,0,0,,3,315
18581507,ATTARD: TERRACED ROOM WITH QUEEN SIZE BED,3169799,Jj,,Attard,35.89128,14.44083,Private room,45,3,1,0,2018-04-14,7,298
21946741,Central area: Prv BR with AC & Balcony,140047066,Sarah,,Attard,35.89404,14.44114,Private room,30,3,35,8,2020-07-21,3,357
19821518,Charming & prv  Maltese-style near Rabat & Mdina,140047066,Sarah,,Attard,35.89436,14.44242,Private room,25,1,36,16,2020-08-20,3,363
36716602,"Provicario : Chambre, vue Citadelle, hyper centre",275799744,Patrice,,Rabat (Victoria),36.04459,14.23868,Private room,110,2,0,0,,6,323
15417457,Room 1 or 3 or 12,15414221,Samantha,,Mdina,35.88382,14.40367,Private room,140,1,4,0,2019-08-05,6,358
41256384,Pet friendly ground floor maisonette with garden.,109769503,Ms,,Attard,35.89144,14.44002,Entire home/apt,40,3,1,1,2020-01-05,1,0
35295492,Superior Gozo Apartment Flat 3,162228587,Robert,,Rabat (Victoria),36.03912,14.24252,Entire home/apt,92,1,0,0,,35,0
34813410,Angel Room in Authentic Maltese House Victoria,134277335,Pink,,Rabat (Victoria),36.04388,14.24182,Private room,23,2,54,26,2020-10-19,2,239
19972576,Romantic room at Maleth Inn Guesthouse,63240685,Caroline,,Mdina,35.88397,14.40193,Private room,43,1,82,29,2020-10-05,9,212
4220095,Xlendi Terrace Penthouse - Beautiful Penthouse with Jacuzzi,711611,DeReday Holiday Homes,,Rabat (Victoria),36.03904,14.23938,Entire home/apt,148,1,46,0,2019-07-12,17,0
757581,"Mdina, a unique historic  B&B",3987056,Antonio,,Mdina,35.88552,14.40192,Private room,55,2,222,6,2020-09-08,1,365
22976861,Geodesic Dome In Rural Paradise. Rock Mdina,149115573,Peppi,,Mdina,35.88808,14.40574,Private room,60,1,5,0,2019-08-23,5,364
42042518,Lidda Butts Inn,177768707,Joseph,,Rabat (Victoria),36.03656,14.23949,Private room,19,1,2,2,2020-10-25,27,172
38032029,Provicario : Chambre Deluxe hyper centre,275799744,Patrice,,Rabat (Victoria),36.04502,14.23842,Private room,100,2,0,0,,6,326
21639877,San Damiano- Farmhouse with pool in Gozo,84866429,Matthew,,Rabat (Victoria),36.05009,14.23921,Entire home/apt,300,4,2,0,2018-08-19,1,365
36829236,Santa Marija House  (2) Double Room with AC,276796567,Charlie,,Rabat (Victoria),36.04258,14.23845,Private room,65,1,3,1,2020-09-09,3,361
25502740,Charming & Sweet 300 Y.O.Townhouse in Mdina Centre,8615907,Andrea,,Mdina,35.88628,14.40264,Entire home/apt,45,4,55,13,2020-08-19,4,349
4904744,Mdina | Regal House of Character: incredible view!,8615907,Andrea,,Mdina,35.88618,14.40292,Entire home/apt,59,4,114,19,2020-08-26,4,304
4600348,Mdina| 3 BR Traditional Townhouse in Mdina's Heart,8615907,Andrea,,Mdina,35.88632,14.40279,Entire home/apt,72,5,85,10,2020-08-23,4,334
19498780,Prisca's Place Gozo/K3 Iris (small Hostel),51820620,Prisca,,Rabat (Victoria),36.04239,14.23878,Shared room,18,5,12,0,2019-09-17,6,299
42007417,Lidda Butts Inn,177768707,Joseph,,Rabat (Victoria),36.03624,14.23946,Shared room,10,1,13,13,2020-10-14,27,176
44252270,Mixed Dormitory 3/4 Persons,177768707,Joseph,,Rabat (Victoria),36.04126,14.24008,Shared room,11,1,1,1,2020-08-12,27,300
19498231,Prisca's Place Gozo/K2  (small Hostel),51820620,Prisca,,Rabat (Victoria),36.04239,14.23878,Shared room,18,5,7,0,2018-09-28,6,299
19497418,Prisca's Place Gozo/K1  (Small Hostel),51820620,Prisca,,Rabat (Victoria),36.04239,14.23878,Shared room,18,5,18,0,2019-10-24,6,299
17151074,Prisca's Place Gozo/Ż1  (small Hostel),51820620,Prisca,,Rabat (Victoria),36.04239,14.23878,Shared room,18,5,14,0,2018-09-16,6,360
43458453,The City Gem Victoria,331279003,Roderick,,Rabat (Victoria),36.04243,14.24587,Entire home/apt,35,2,1,1,2020-09-05,1,147
24347104,Old Meets New,183708611,Marion,,Mdina,35.88475,14.40178,Entire home/apt,90,3,62,5,2019-12-31,2,318
38370867,Restored townhouse in the centre of Victoria. Rm.3,288378324,Liliana,,Rabat (Victoria),36.0446,14.24005,Private room,55,1,1,0,2019-09-22,6,354
32973631,85 Palma Living-Private Apartment OldTown Victoria,248163920,Michael,,Rabat (Victoria),36.04359,14.24078,Entire home/apt,50,2,11,11,2020-09-02,2,363
14919581,MARIA Townhouse Heart Rabat Gozo - MARIAPARTMENT,7030384,Joseph,,Rabat (Victoria),36.04313,14.23906,Private room,45,2,6,0,2019-10-05,7,344
14880907,MARIATOWNHOUSE Victoria - Mahogany Room with AC,7030384,Joseph,,Rabat (Victoria),36.0442,14.2392,Private room,45,2,13,0,2019-10-22,7,352
31293066,Unique Holiday House in Victoria Gozo,534091,Michael,,Rabat (Victoria),36.05123,14.23658,Entire home/apt,192,3,2,1,2019-11-06,15,365
4660019,12 Century Cozy 1BD apartment in Mdina.,21395067,Josephine,,Mdina,35.88772,14.40419,Entire home/apt,42,2,177,24,2020-09-07,1,350
21002440,Deluxe Penthouse Suite at Maleth Inn Guesthouse,63240685,Caroline,,Mdina,35.8839,14.40219,Private room,60,1,46,18,2020-08-15,9,95
37916761,George's Apartment - Perfect location,186323059,Andrey,,Rabat (Victoria),36.04247,14.23934,Entire home/apt,13,2,41,30,2020-10-03,1,10
32717671,Bright Stylish apartment in Victoria.,37779653,Josephine,,Rabat (Victoria),36.04568,14.24564,Entire home/apt,75,2,10,3,2020-10-11,1,333
18599219,Forty-Three,16861778,Manny,,Rabat (Victoria),36.0457,14.24189,Entire home/apt,34,1,27,4,2020-10-16,2,281
743774,Mdina View next to Mdina Gate  and Rabat Center,703703,A. George,,Mdina,35.8843,14.40288,Entire home/apt,67,1,91,11,2020-02-23,3,365
19960374,Family room with Maltese balcony at Maleth Inn,63240685,Caroline,,Mdina,35.88408,14.40191,Hotel room,43,1,21,13,2020-10-07,9,203
24488863,"The Bastion, Mdina",7662748,Karina,,Mdina,35.88804,14.40167,Entire home/apt,465,7,4,1,2020-08-16,1,167
25945986,Stunningly Restored 500 Y.O. Palazzo in Mdina,8615907,Andrea,,Mdina,35.88726,14.40266,Entire home/apt,197,5,34,7,2020-08-17,4,336
42244257,"Classic Victoria BnB, double bedroom with terrace",100142320,Anna,,Rabat (Victoria),36.04566,14.23451,Private room,82,1,0,0,,2,240
26742149,Private Triple Room in a Maltese Townhouse,164981544,"Philip, Matthew, Lucy",,Zejtun,35.85634,14.53766,Private room,70,3,1,0,2018-07-26,1,90
36617935,Anici Crt Penthouse 4,95267624,Mark,,Rabat (Victoria),36.03912,14.24252,Entire home/apt,113,2,3,3,2020-10-04,1,304
35295454,Superior Gozo Apartment Flat 2,162228587,Robert,,Rabat (Victoria),36.03912,14.24252,Entire home/apt,92,1,0,0,,35,0
24033842,Gozo Inn Savina,180840531,Joanne,,Rabat (Victoria),36.04913,14.23835,Entire home/apt,132,2,7,0,2019-08-24,4,209
40792779,Chambre tout confort lits jumeaux,168878367,Agnes,,Rabat (Victoria),36.04572,14.23761,Private room,55,2,0,0,,4,219
42604139,17 Providence - Victoria | Room w/ shared bathroom,205242781,Nicholas,,Rabat (Victoria),36.04344,14.23805,Private room,35,2,1,1,2020-07-25,6,266
39837275,St Joseph Penthouse,306526514,Daniel,,Rabat (Victoria),36.04422,14.2347,Entire home/apt,41,1,4,4,2020-02-15,4,176
5553956,Villa Strawberry Hills-Charming private pool villa,26094712,Chris,,Zejtun,35.85711,14.54394,Entire home/apt,196,3,7,2,2020-09-14,8,325
5623632,Villa Sky-Charming spacious villa with privatepool,26094712,Chris,,Zejtun,35.85469,14.54895,Entire home/apt,283,3,33,2,2020-09-21,8,340
36794794,Villa Mercury-Modern villa with large private pool,26094712,Chris,,Zejtun,35.85461,14.54398,Entire home/apt,283,3,2,2,2020-02-19,8,310
37901177,Villa Chossie-Beautiful villa with private pool,26094712,Chris,,Zejtun,35.85613,14.54326,Entire home/apt,283,3,2,2,2020-02-20,8,337
42245048,"Classic Victoria BnB, Rosemary double bedroom",100142320,Anna,,Rabat (Victoria),36.04413,14.23472,Private room,82,1,0,0,,2,240
45775138,Carmen BnB,371107511,Patricia,,Rabat (Victoria),36.0437,14.2327,Private room,75,2,0,0,,4,360
14736517,Martha ensuite bedroom,91790736,Yves,,Zejtun,35.85391,14.53154,Private room,80,2,0,0,,1,364
31275530,Fuchsia Suite,232908993,Giuseppe,,Rabat (Victoria),36.04511,14.23651,Private room,55,1,1,0,2019-05-13,2,0
31275564,Rustic Suite,232908993,Giuseppe,,Rabat (Victoria),36.04433,14.23857,Private room,55,1,1,0,2019-05-15,2,0
36827361,Santa Marija House (1)-Double Room with AC,276796567,Charlie,,Rabat (Victoria),36.04265,14.23835,Private room,65,1,2,1,2020-08-06,3,355
42603393,17 Providence - Victoria | Room w/ private bath,205242781,Nicholas,,Rabat (Victoria),36.04458,14.23743,Private room,60,2,0,0,,6,267
33287645,Little Rose Tranquility Accomodation,250687302,Josef,,Rabat (Victoria),36.04484,14.25106,Entire home/apt,70,2,3,0,2019-08-11,1,136
32691529,KA18 - Designer Town House - Uniquely Maltese!,118489013,Ed,,Zejtun,35.85334,14.53261,Entire home/apt,63,2,8,5,2020-08-30,16,119
18744454,The Chateau-Stunning huge villa with private pool,26094712,Chris,,Zejtun,35.85467,14.54893,Entire home/apt,288,3,12,2,2020-03-04,8,312
24033412,Gozo Inn Vitoria,180840531,Joanne,,Rabat (Victoria),36.04913,14.23835,Entire home/apt,147,2,4,0,2019-08-19,4,209
22840752,Belle maison Gozitaine en plein centre de Victoria,168878367,Agnes,,Rabat (Victoria),36.04497,14.23883,Entire home/apt,140,3,13,2,2020-02-23,4,255
39461205,MIZZI 87 (1),51657141,Marco,,Rabat (Victoria),36.03989,14.24086,Private room,35,2,4,4,2020-09-28,2,330
40628111,Luxury house in authentic maltese neighbourhood,237251471,Maciej,,Zejtun,35.85388,14.53202,Entire home/apt,117,1,7,7,2020-08-27,1,247
37899997,Villa Lyons - Private pool modern villa with views,26094712,Chris,,Zejtun,35.85495,14.54442,Entire home/apt,283,3,4,4,2020-09-21,8,355
37452427,The Yaya Garden - Double Bed with Air-Condition,184222838,Yana,,Rabat (Victoria),36.04453,14.24841,Private room,35,2,13,2,2020-02-23,2,0
30128069,Incredible location on St George's Square,29589278,Scott,,Rabat (Victoria),36.04306,14.23862,Entire home/apt,79,5,17,3,2020-07-25,2,1
30745944,Incredible Penthouse on St George's Square,29589278,Scott,,Rabat (Victoria),36.04539,14.23968,Entire home/apt,88,3,8,0,2019-10-05,2,0
36611067,The Garden House - Double Bed with Air-Condition,184222838,Yana,,Rabat (Victoria),36.04402,14.24856,Private room,38,2,11,4,2020-02-23,2,0
38325260,55 sq.m. Cosy Penthouse Close to Victoria Center,291553361,Mario,,Rabat (Victoria),36.0443,14.25122,Entire home/apt,58,7,1,1,2020-07-25,1,299
19358524,Tranquil Haven in the Heart of Gozo,4405769,Sebastian,,Rabat (Victoria),36.04602,14.23739,Private room,16,1,174,10,2019-12-01,3,0
19353526,King Size Bedroom next to the Citadella,4405769,Sebastian,,Rabat (Victoria),36.04602,14.23739,Private room,16,1,136,11,2019-11-30,3,0
19577358,Bright & Spacious Private Room near the Citadel,4405769,Sebastian,,Rabat (Victoria),36.04602,14.23739,Private room,29,1,166,5,2019-12-03,3,0
29953947,Bedroom with en-suite in a shared Farmhouse,179991531,Roberta,,Rabat (Victoria),36.04294,14.23843,Private room,24,2,6,0,2019-09-17,3,0
35242887,Superior Gozo Apartment Flat 1,162228587,Robert,,Rabat (Victoria),36.03912,14.24252,Entire home/apt,92,1,3,2,2020-08-03,35,64
15710835,Character farmhouse in old town Victoria,58884696,David,,Rabat (Victoria),36.04306,14.23655,Entire home/apt,41,3,123,28,2020-10-24,1,149
44318555,"Bright, spacious apartment in Victoria, Gozo",100158025,Vicky,,Rabat (Victoria),36.03644,14.24053,Entire home/apt,55,3,0,0,,1,364
44252094,Mixed Dormitory x6 Persons,177768707,Joseph,,Rabat (Victoria),36.03979,14.24024,Shared room,9,1,2,2,2020-08-12,27,295
36830154,Santa Marija House  (3 )-Superior Suite with AC,276796567,Charlie,,Rabat (Victoria),36.04397,14.23975,Private room,77,1,2,2,2020-07-23,3,359
38153411,Bedroom with Balcony and Pool,121042450,Julie,,Rabat (Victoria),36.04527,14.23773,Private room,65,1,0,0,,4,365
32787550,Private twin room and bath in shared Farmhouse,179991531,Roberta,,Rabat (Victoria),36.04285,14.23678,Private room,20,2,4,4,2020-03-06,3,253
33927775,Stunning Penthouse. Fully A/C 95sqm one bedroom,31383964,Peter,,Zejtun,35.85611,14.53566,Entire home/apt,60,4,15,4,2020-08-31,1,365
24917309,Spacious Penthouse Loft in Victoria. Free Air-con.,98641825,Gozo Lets,,Rabat (Victoria),36.04465,14.24546,Entire home/apt,50,6,19,2,2019-11-06,6,122
21304070,Farmhouse Ziffa in Victoria,37383876,Paul,,Rabat (Victoria),36.05212,14.23665,Entire home/apt,150,3,5,2,2020-05-24,8,62
40434914,Citadel View,273285943,James Villa Holidays,,Rabat (Victoria),36.05046,14.23742,Entire home/apt,284,1,0,0,,29,0
43879759,Lidda Butts Inn Annex Room 1,177768707,Joseph,,Rabat (Victoria),36.04134,14.24059,Private room,30,1,6,6,2020-10-14,27,363
45981004,Cosy Blue room at Carmen bnb,371107511,Patricia,,Rabat (Victoria),36.0429,14.23264,Private room,75,2,0,0,,4,353
